,Query,Sql pattern new
11576,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
11577,Who are my outstanding debtors or creditors?,"select customer_name, balance from customers where balance != 0 union select vendor_name, balance from vendors where balance != 0"
11578,"What was the total amount collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
11579,How much total income did we receive from credit card transactions yesterday?,"select sum(credit) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and T2.credit_card = ""yes"" "
11580,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
11581,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11582,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
11583,What is the balance owed by weiskopf consulting?,"select balance from Customers where customer_name = ""weiskopf consulting"""
11584,How much credit does sonnenschein family store have This fiscal year to date?,"select sum(open_balance) from (select distinct transaction_id, open_balance from master_txn_table where customers = ""sonnenschein family store"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') and account = 'account receivable')"
11585,which product did most of our income come from yesterday?,"select product_service, sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and date(transaction_date) = date(current_date) - 1 group by product_service order by sum(credit) desc limit 1"
11586,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11587,How much money have we paid to rent or lease YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""rent or lease"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
11588,"As of Last 12 months, how many invoices for kookies by kathy were still outstanding?","select count(distinct transaction_id) from master_txn_table where customers = ""kookies by kathy"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date) "
11589,What are dylan sollfrank recurring product purchases over past 6 months?,"select product_service from ( select product_service, count(distinct strftime(""%m"", transaction_date)) as n_months from master_txn_table where customers = ""dylan sollfrank"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_date) - 6 group by product_service ) where n_months >= 6"
11590,What is my average revenue for Customer A in the last 5 years?,"select sum(credit)/5 from master_txn_table where customers = ""A"" and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_timestamp)-4;"
11591,Who are my outstanding debtors or creditors?,"select customer_name, balance from customers where balance != 0 union select vendor_name, balance from vendors where balance != 0"
11592,What was the last invoice amount for workers compensation?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""workers compensation"")"
11593,How many invoices are past due since This week?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and open_balance > 0"
11594,How much did barnett design spend YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""barnett design"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Expense','Other Expense')"
11595,How much we received from installation in august?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""installation"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
11596,How many invoices were paid yesterday?,
11597,"Since on <date>, how many invoices have been late?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
11598,How many Adobe subscriptions do we have?,
11599,How much did we pay united states treasury the Last 30 days?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""united states treasury"" and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
11600,When was the first time we billed for promotional?,"select transaction_date from master_txn_table where transaction_type = 'bill' and instr(account,""promotional"") order by transaction_date limit 1"
11601,How much money have we paid to refunds-allowances YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""refunds-allowances"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
11602,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
11603,What are my AP Last 30 days?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
11604,How much revenue came through freeman sporting good last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""freeman sporting good"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
11605,What is my average invoice from duke basketball camp?,"select avg(amount) from (select distinct transaction_id, amount from master_txn_table where customers = ""duke basketball camp"")"
11606,What was our biggest expense Last 30 days?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  order by sum(debit) desc limit 1"
11607,What was our total income from refunds in q2,"select sum(credit) from master_txn_table where product_service = ""refunds"" and strftime(""%m"", transaction_date) in (""04"", ""05"", ""06"");"
11608,What's the profit for the aug?,"select sum(credit - debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income','Expense','Other Expense') and strftime(""%m"", transaction_date) = 8"
11609,"In the This quarter, how many gardening did bill's windsurf shop sell?","select sum(quantity) from master_txn_table where customers = ""bill's windsurf shop"" and product_service = ""gardening"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
11610,What was the first invoice for travis waldron?,"select transaction_id from master_txn_table where customers = ""travis waldron"" and transaction_type = 'invoice' order by transaction_date limit 1"
11611,When was red rock diner first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""red rock diner"" order by transaction_date limit 1"
11612,How much money have we paid to building repairs YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""building repairs"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
11613,What's the profit for the aug?,"select sum(credit - debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income','Expense','Other Expense') and strftime(""%m"", transaction_date) = 8"
11614,How many sod did video games by dan sell today?,"select sum(quantity) from master_txn_table where customers = ""video games by dan"" and product_service = ""sod"" and transaction_date date( current_date)"
11615,give me the list of accounts where my revenue increased by more than 50% in this month as compared to last month,"select T1.account, revenue_this_month, revenue_last_month from(select account, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by account) as T1 join (select account, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by account) as T2 where revenue_this_month >= revenue_last_month * 1.5"
11616,"How much has Salesperson X collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and misc.salesperson = X and product_service = 'Bond fees'"
11617,What are my account receivable Last year?,"select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
11618,When did sushi by katsuyuki first pay?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""sushi by katsuyuki"" order by transaction_date limit 1"
11619,What were my outgoings during the This week?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
11620,How much did we spend on original cost MTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""original cost"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
11621,"This fiscal year to date, what was our largest expense?","select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') order by sum(debit) desc limit 1"
11622,What were my expenses in the This month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  and account_type in ('Expense','Other Expense')"
11623,What was the total invoice amount for design income?,"select sum(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""design income"")"
11624,"MTD, what was our smallest expense?","select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
11625,give me the list of accounts where my revenue increased by more than 50% in this month as compared to last month,"select T1.account, revenue_this_month, revenue_last_month from(select account, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by account) as T1 join (select account, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by account) as T2 where revenue_this_month >= revenue_last_month * 1.5"
11626,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
11627,"Since august, how many invoices have been past due?",select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
11628,What our monthly spend on hall properties,"select sum(debit) from master_txn_table where vendor = ""hall properties"" group by strftime(""%m"", transaction_date);"
11629,"As of Last year, how many invoices for barnett design were still outstanding?","select count(distinct transaction_id) from master_txn_table where customers = ""barnett design"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
11630,What was our total income from pest control in q2,"select sum(credit) from master_txn_table where product_service = ""pest control"" and strftime(""%m"", transaction_date) in (""04"", ""05"", ""06"");"
11631,Who are my outstanding creditors?,"select vendor_name, balance from vendors where balance != 0"
11632,"As of Last year, how many invoices for freeman sporting goods remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""freeman sporting goods"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
11633,When was wedding planning by whitney last payment?,"select transaction_date from master_txn_table where customers = ""wedding planning by whitney"" and transaction_type = 'payment' order by transaction_date desc limit 1"
11634,How many checks were received yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11635,which product did most of our income come from yesterday?,"select product_service, sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and date(transaction_date) = date(current_date) - 1 group by product_service order by sum(credit) desc limit 1"
11636,How many invoices are past due since on <date>?,select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
11637,How much credit does customer red rock diner have year to date?,"select balance from customers where customer_name = ""red rock diner"""
11638,How many sonnenschein family store invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""sonnenschein family store"" and open_balance > 0 and transaction_type = 'invoice'"
11639,Did we receive payment from cool cars partnership last year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""cool cars"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) - 1"
11640,"Since This fiscal year, how many invoices have been past due?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) and open_balance > 0"
11641,How much revenue came through barnett design in month of august,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = 8 and T1.customers = ""barnett design"""
11642,Which customer has AR > 90 days?,"select distinct customers from master_txn_table where AR_paid = 'unpaid' and date(transaction_date,'+90 days') <= current_timestamp"
11643,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
11644,What was the highest invoice amount for account payable (a/p) in on <date>?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""account payable (a/p)"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
11645,What is the balance due from shara barnett?,"select balance from Customers where customer_name = ""shara barnett"""
11646,How many invoices have we sent to barnett design?,"select count(distinct transaction_id) from master_txn_table where customers = ""barnett design"" and transaction_type = 'invoice'"
11647,How much balance weiskopf consulting have available in checking account?,"select balance from chart_of_accounts where customers = ""weiskopf consulting"" and account_name = 'checking'"
11648,Have we billed cool car for the refund & allowance last month?,"select transaction_id from master_txn_table where transaction_type = 'bill' and customers = ""cool car"" and product_service = ""refund & allowance"""
11649,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11650,What was the first invoice for weiskopf consulting?,"select transaction_id from master_txn_table where customers = ""weiskopf consulting"" and transaction_type = 'invoice' order by transaction_date limit 1"
11651,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
11652,What is my average invoice from cool cars?,"select avg(amount) from (select distinct transaction_id, amount from master_txn_table where customers = ""cool cars"")"
11653,Show all transactions with Mr B,"select distinct transaction_type, transaction_id from master_txn_table where customers = 'B' or vendor = 'B'"
11654,How much has sushi by katsuyuki paid us Last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""sushi by katsuyuki"" and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"")  and account_type in ('Income','Other Income')"
11655,How much did we spend on sale of product income This fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""sale of product income"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date)"
11656,What are my AP Last 30 days?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
11657,Display the total number of transactions with barnett design,"select count(distinct transaction_id) from master_txn_table where customers = ""barnett design"""
11658,Number of invoices created for uncategorized expense in This month?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""uncategorized expense"") and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
11659,"How much has Salesperson X collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and misc.salesperson = X and product_service = 'Bond fees'"
11660,What were my outgoings during the This fiscal year to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') and account_type in ('Expense','Other Expense')"
11661,What was the total bill travis waldron received from fidelity?,"select sum(credit) from master_txn_table where customers = ""travis waldron"" and transaction_type = 'bill' and vendor = ""fidelity"""
11662,What is my average invoice from barnett design?,"select avg(amount) from (select distinct transaction_id, amount from master_txn_table where customers = ""barnett design"")"
11663,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
11664,What are my transactions for the year?,"select distinct transaction_id, amount from master_txn_table where strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
11665,What are my total project costs for Project XYZ?,select sum(debit) from master_txn_table where misc.project = 'XYZ'
11666,What was our smallest expense This quarter to date?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
11667,What payment method was used to pay sales receipt #101010,"select payment_method from master_txn_table where transaction_type = 'sales receipt' and transaction_id = ""101010"""
11668,Who has the most money outstanding?,select customer_name from customers order by balance desc limit 1
11669,How much we received from insurance in This quarter to date?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""insurance"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
11670,"This week to date, how much has cool car paid us?","select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""cool car"" and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date)  and account_type in ('Income','Other Income')"
11671,Give me list of invoices which are due in next 7 days,"select transaction_id from master_txn_table where due_date <= date(current_timestamp,'+7 days') and AR_Paid = 'unpaid'"
11672,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
11673,What was our total income from rock in q2,"select sum(credit) from master_txn_table where product_service = ""rock"" and strftime(""%m"", transaction_date) in (""04"", ""05"", ""06"");"
11674,"Since This fiscal year, how many invoices have been past due?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) and open_balance > 0"
11675,What is my first bill for hall property?,"select min(credit) from master_txn_table where transaction_type = 'bill' and vendor = ""hall property"""
11676,How much did we spend on norton lumber and building material in This year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""norton lumber and building material"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
11677,When did customer bill's windsurf shop last pay? ,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""bill's windsurf shop"" and transaction_type = 'payment' order by transaction_date desc limit 1"
11678,How much did we pay tony rondonuwu the Last 7 days?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""tony rondonuwu"" and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
11679,What payment method was used to pay invoice #101010,"select payment_method from master_txn_table where transaction_type = 'invoice' and transaction_id = ""101010"""
11680,How much has red rock diner been paying us every month,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table where customers = ""red rock diner"" group by strftime(""%m"", transaction_date);"
11681,What are kookies by kathy recurring product purchases over past 6 months?,"select product_service from ( select product_service, count(distinct strftime(""%m"", transaction_date)) as n_months from master_txn_table where customers = ""kookies by kathy"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_date) - 6 group by product_service ) where n_months >= 6"
11682,What were my outgoings during the Last month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"")  and account_type in ('Expense','Other Expense')"
11683,How much did we spend on lee advertising in This year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""lee advertising"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
11684,What is my first revenue for rondonuwu fruit and vegi in the Last 30 days?,"select min(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""rondonuwu fruit and vegi"" and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
11685,How many invoices are past due since on <date>?,select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
11686,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
11687,When was the last time we billed for pest control,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""pest control"" order by transaction_date desc limit 1"
11688,When was the last time amy's bird sanctuary paid you?,"select transaction_date from master_txn_table where customers = ""amy's bird sanctuary"" and transaction_type = 'payment' order by transaction_date desc limit 1"
11689,"which fuel category  pye's cake am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""pye's cake"" and instr(account,""fuel"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
11690,Number of invoices created for bookkeeper in today?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""bookkeeper"") and transaction_date date( current_date)"
11691,What was the most recent invoice for design?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and product_service = ""design"" order by transaction_date desc limit 1"
11692,How much did we spend on diego's road warrior bodyshop in This quarter to date?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""diego's road warrior bodyshop"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date) "
11693,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11694,How much money did we make between <date> and <date>?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date(current_date) AND date(current_date)"
11695,How are my sales year to date compared to last year?,"select strftime(""%Y"", transaction_date), sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_date) - 1 group by strftime(""%Y"", transaction_date)"
11696,How much money did we make today?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date date( current_date)"
11697,"This fiscal year to date, what are my account payable?","select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day')"
11698,How many invoices have we sent to duke basketball camp?,"select count(distinct transaction_id) from master_txn_table where customers = ""duke basketball camp"" and transaction_type = 'invoice'"
11699,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
11700,How many invoices are past due since august?,select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date) AND date(current_date)  and open_balance > 0
11701,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
11702,"which notes payable category  paulsen medical supply am paying the most for 
in month of july ","select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""paulsen medical supply"" and instr(account,""notes payable"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
11703,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
11704,Have we billed rondonuwu fruit and vegi for the rock fountain last month?,"select transaction_id from master_txn_table where transaction_type = 'bill' and customers = ""rondonuwu fruit and vegi"" and product_service = ""rock fountain"""
11705,How much money does customer mark cho still owe?,"select balance from customers where customer_name = ""mark cho"""
11706,how much did we spend with cal telephone on uncategorized expense,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""uncategorized expense"") and vendor = ""cal telephone"""
11707,What payment method was used to pay sales receipt #101010,"select payment_method from master_txn_table where transaction_type = 'sales receipt' and transaction_id = ""101010"""
11708,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
11709,"Last 30 days, how many invoices have been paid?",
11710,How much revenue came through pye's cakes last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""pye's cakes"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
11711,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
11712,When was the last time we billed for lighting,"select transaction_date from master_txn_table where product_service = ""lighting"" order by transaction_date desc limit 1;"
11713,What was the min invoice amount for trimming?,"select min(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""trimming"""
11714,When was the last time we billed for soil,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""soil"" order by transaction_date desc limit 1"
11715,How many invoices were paid This quarter to date?,
11716,What is the balance due from rondonuwu fruit and vegi?,"select balance from Customers where customer_name = ""rondonuwu fruit and vegi"""
11717,How many invoices have we sent to video games by dan?,"select count(distinct transaction_id) from master_txn_table where customers = ""video games by dan"" and transaction_type = 'invoice'"
