,Query,Sql pattern new
8606,How much we received from stationery in Last 12 months?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""stationery"") and transaction_date BETWEEN date( current_date, ""-12 months"", ""start of month"") AND date( current_date) "
8607,"As of on <date>, how many invoices for wedding planning by whitney remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""wedding planning by whitney"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date) AND date(current_date) "
8608,How much has bill's windsurf shop paid us year to date?,"select sum(credit) from master_txn_table where customers = ""bill's windsurf shop"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp)"
8609,What are my total sales by sprinkler head?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""sprinkler head"""
8610,What were my outgoings during the yesterday?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date date( current_date, ""-1 days"") and account_type in ('Expense','Other Expense')"
8611,"In the This year, what has been my last revenue from wedding planning by whitney?","select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""wedding planning by whitney"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
8612,Show number of transactions with Mr B,"select transaction_type, count(distinct transaction_id) from master_txn_table where customers = 'B' or vendor = 'B'"
8613,Number of invoices created for cost of labor?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""cost of labor"")"
8614,"Since Last month, how many invoices have gone unpaid?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"")  and open_balance > 0"
8615,How many credit card transactions occurred yesterday?,"select count(distinct transaction_id) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where T2.credit_card = ""yes"" and T1.transaction_date = date(current_date, ""-1 days"")"
8616,What was the max invoice amount for sod?,"select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""sod"""
8617,"In the yesterday, what has been my max revenue from jeff's jalopies?","select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""jeff's jalopies"" and transaction_date date( current_date, ""-1 days"")"
8618,Display all transactions involving dylan sollfrank,"select distinct transaction_id from master_txn_table where customers = ""dylan sollfrank"""
8619,How much money have we paid to bob's burger joint This year to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""bob's burger joint"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
8620,show me expenses for bookkeeper this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
8621,How much has travis waldron been paying us every month,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table where customers = ""travis waldron"" group by strftime(""%m"", transaction_date);"
8622,What was our total spend for billable expense income in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""billable expense income"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
8623,Show all transactions with rago travel agency,"select count(distinct transaction_id) from master_txn_table where customers = ""rago travel agency"""
8624,How many hour did travis waldron sell last month?,"select sum(quantity) from master_txn_table where customers = ""travis waldron"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
8625,What is the balance due from amy's bird sanctuary?,"select balance from Customers where customer_name = ""amy's bird sanctuary"""
8626,Show how many transactions you've had with shara barnett,"select count(distinct transaction_id) from master_txn_table where customers = ""shara barnett"""
8627,How many sprinkler heads did barnett design sell last month?,"select sum(quantity) from master_txn_table where customers = ""barnett design"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
8628,What was the most recent invoice for shara barnett?,"select transaction_id from master_txn_table where transaction_type = 'invoice' and customers = ""shara barnett"" order by transaction_date desc limit 1"
8629,Compare sales by customer year to date,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) group by customers"
8630,What was the max bill rago travel agency received from tim philip masonry?,"select max(credit) from master_txn_table where customers = ""rago travel agency"" and transaction_type = 'bill' and vendor = ""tim philip masonry"""
8631,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
8632,How much revenue came through duke basketball camp in month of august,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = 8 and T1.customers = ""duke basketball camp"""
8633,How many invoices are past due since (date)?,select count(distinct transaction_id) from master_txn_table where current_date > due_date and transaction_type = 'invoice'
8634,What is the balance due from diego rodriguez?,"select balance from Customers where customer_name = ""diego rodriguez"""
8635,What are my transactions for the year?,"select distinct transaction_id, amount from master_txn_table where strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)"
8636,What was our greatest expense This quarter to date?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date)  order by sum(debit) desc limit 1"
8637,When was 0969 ocean view road first payment?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""0969 ocean view road"" order by transaction_date limit 1"
8638,"In the This quarter to date, what has been my first revenue from gevelber photography?","select min(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""gevelber photography"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
8639,Display all of paulsen medical supplies's transactions,"select distinct transaction_id from master_txn_table where customers = ""paulsen medical supplies"""
8640,How much money have we paid to norton lumber and building materials Last quarter?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""norton lumber and building materials"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
8641,what are sales by location this year,"select billing_city, sum(credit) from master_txn_table as T1 inner join customers as T2 on T1.customers = T2.customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
8642,What was the average invoice amount for design?,"select avg(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""design"""
8643,How many invoice did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""invoice"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
8644,What was our greatest expense Last 30 days?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date)  order by sum(debit) desc limit 1"
8645,What was our total spend for original cost in last 12 months,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""original cost"") and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 12 and account_type in ('Expense','Other Expense')"
8646,When did customer diego rodriguez last pay? ,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""diego rodriguez"" and transaction_type = 'payment' order by transaction_date desc limit 1"
8647,"This fiscal year, what are my AR?","select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date)"
8648,Did we get paid for the concrete this month?,"select distinct transaction_id, AR_paid from master_txn_table where product_service = ""concrete"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp);"
8649,"Last 7 days, what are my account receivable?","select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date( current_date, ""-7 days"") AND date( current_date) "
8650,Total sales for each product,"select product_service, sum(credit) from master_txn_table group by product_service;"
8651,Show all transactions with Mr B,"select distinct transaction_type, transaction_id from master_txn_table where customers = 'B' or vendor = 'B'"
8652,What is the average spend per month on bank charges in the last 12 months?,"select sum(debit)/12 from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""bank charges"") and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1 and account_type in ('Expense','Other Expense')"
8653,"august, how much has cool cars paid us?","select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""cool cars"" and transaction_date BETWEEN date(current_date) AND date(current_date)  and account_type in ('Income','Other Income')"
8654,How many invoices are past due since (date)?,select count(distinct transaction_id) from master_txn_table where current_date > due_date and transaction_type = 'invoice'
8655,How many jeff's jalopies invoices have yet to be paid?,"select count(distinct transaction_id) from master_txn_table where customers = ""jeff's jalopies"" and open_balance > 0 and transaction_type = 'invoice'"
8656,How much revenue came through john melton in month of august,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = 8 and T1.customers = ""john melton"""
8657,how much did we spend with hicks hardware on billable expense income,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""billable expense income"") and vendor = ""hicks hardware"""
8658,What was the first invoice for kate whelan?,"select transaction_id from master_txn_table where customers = ""kate whelan"" and transaction_type = 'invoice' order by transaction_date limit 1"
8659,How much did we spend on labor This week to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""labor"") and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
8660,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
8661,How many duke basketball camp invoices have yet to be paid?,"select count(distinct transaction_id) from master_txn_table where customers = ""duke basketball camp"" and open_balance > 0 and transaction_type = 'invoice'"
8662,What were my outgoings during the Last fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days'); and account_type in ('Expense','Other Expense')"
8663,How much money have we paid to bookkeeper YTD?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""bookkeeper"") and strftime(""%Y"", transaction_date)  = strftime(""%Y"", current_date)"
8664,What was the mean invoice amount for 0969 ocean view road?,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T2.account_type in ('Income','Other Income') and strftime(""%m"", T1.transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month"
8665,What was the mean invoice amount for concrete?,"select avg(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""concrete"""
8666,What is my average invoice from barnett design?,"select avg(amount) from (select distinct transaction_id, amount from master_txn_table where customers = ""barnett design"")"
8667,What was the first invoice for bill's windsurf shop?,"select transaction_id from master_txn_table where customers = ""bill's windsurf shop"" and transaction_type = 'invoice' order by transaction_date limit 1"
8668,what was our top 3 selling products and their sales in q1,"select product_service, sum(quantity) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and strftime(""%m"", transaction_date) in (""01"", ""02"", ""03"") group by product_service order by sum(quantity) desc limit 3;"
8669,What's the total number of invoices we've issued john melton?,"select count(distinct transaction_id) from master_txn_table where customers = ""john melton"" and transaction_type = 'invoice'"
8670,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
8671,how much did we spend with squeaky kleen car wash on refunds-allowances,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""refunds-allowances"") and vendor = ""squeaky kleen car wash"""
8672,What are my account receivable MTD?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
8673,How much money does customer pye's cakes still owe?,"select balance from customers where customer_name = ""pye's cakes"""
8674,How often do we bill soil for wedding planning by whitney?,"select sum(quantity) from master_txn_table where customers = ""wedding planning by whitney"" and product_service = ""soil"""
8675,What are my AP Last 30 days?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
8676,give me the list of accounts where my revenue increased by more than 50% in this month as compared to last month,"select T1.account, revenue_this_month, revenue_last_month from(select account, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by account) as T1 join (select account, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by account) as T2 where revenue_this_month >= revenue_last_month * 1.5"
8677,How many invoices have we sent to bill's windsurf shop?,"select count(distinct transaction_id) from master_txn_table where customers = ""bill's windsurf shop"" and transaction_type = 'invoice'"
8678,When was the last time we billed for sprinkler pipes,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""sprinkler pipes"" order by transaction_date desc limit 1"
8679,How many invoices have we sent to customer john melton?,"select count(distinct transaction_id) from master_txn_table where customers = ""john melton"" and transaction_type = 'invoice'"
8680,What our monthly spend on chin's gas and oil,"select sum(debit) from master_txn_table where vendor = ""chin's gas and oil"" group by strftime(""%m"", transaction_date);"
8681,How many checks did we issue yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
8682,What are my account payable This month to date?,"select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
8683,Did we get paid for the gardening this month?,"select distinct transaction_id, AR_paid from master_txn_table where product_service = ""gardening"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp);"
8684,What are my lowest sales by product?,"select product, min(credit) from master_txn_table group by product"
8685,Show all of rondonuwu fruit and vegi's transactions,"select distinct transaction_id from master_txn_table where customers = ""rondonuwu fruit and vegi"""
8686,How much credit does customer kate whelan have month to date/year to date,"select balance from customers where customer_name = ""kate whelan"""
8687,Display all of kate whelan's transactions,"select distinct transaction_id from master_txn_table where customers = ""kate whelan"""
8688,When was the first time wedding planning by whitney paid you?,"select transaction_date from master_txn_table where transaction_type = 'payment' and customers = ""wedding planning by whitney"" order by transaction_date limit 1"
8689,"This week to date, what are my AR?","select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
8690,What was the last invoice for 55 twin lane?,"select transaction_id, customers from master_txn_table where transaction_type = 'invoice' and customers = ""55 twin lane"" order by transaction_date desc limit 1"
8691,How many concrete did paulsen medical supplies sell yesterday?,"select sum(quantity) from master_txn_table where customers = ""paulsen medical supplies"" and product_service = ""concrete"" and transaction_date date( current_date, ""-1 days"")"
8692,How much money have we spent on prepaid expense this month?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""prepaid expense"") and strftime(""%m"", transaction_date)  = strftime(""%m"", current_date)"
8693,When was the last time we billed for rock fountain,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""rock fountain"" order by transaction_date desc limit 1"
8694,"between <date> and <date>, how many invoices have been paid?",
8695,How many invoices are still oustanding for customer kate whelan as of (date)?,"select count(distinct transaction_id) from master_txn_table where customers = ""kate whelan"" and transaction_type = 'invoice' and AR_paid = 'unpaid'"
8696,"Last 7 days, how many invoices have been paid?",
8697,show me my product level revenue for this month vs last month,"select product_service, strftime(""%m"", transaction_date), sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by product_service, strftime(""%m"", transaction_date)"
8698,What are freeman sporting good recurring product purchases over past 6 months?,"select product_service from ( select product_service, count(distinct strftime(""%m"", transaction_date)) as n_months from master_txn_table where customers = ""freeman sporting good"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_date) - 6 group by product_service ) where n_months >= 6"
8699,How much credit does customer weiskopf consulting have year to date?,"select balance from customers where customer_name = ""weiskopf consulting"""
8700,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
8701,When was the first time we billed for gardening,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""gardening"" order by transaction_date asc limit 1"
8702,dylan sollfrank has received how many invoices?,"select count(distinct transaction_id) from master_txn_table where customers = ""dylan sollfrank"" and transaction_type = 'invoice'"
8703,how much did we spend with bob's burger joint on licenses,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""licenses"") and vendor = ""bob's burger joint"""
8704,Compare sales by customer year to date,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) group by customers"
8705,What's the profit for the aug?,"select sum(credit - debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income','Expense','Other Expense') and strftime(""%m"", transaction_date) = 8"
8706,show me expenses for fee billed this week,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
8707,How many credit card transactions occurred yesterday?,"select count(distinct transaction_id) from master_txn_table as T1 join payment_method as T2 on T1.payment_method = T2.payment_method where T2.credit_card = ""yes"" and T1.transaction_date = date(current_date, ""-1 days"")"
8708,How much did john melton spend This fiscal year to date?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""john melton"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') and account_type in ('Expense','Other Expense')"
8709,What was our total income from video games by dan in Last fiscal year?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""video games by dan"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
8710,"Last quarter, what are my account receivable?",select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
8711,When was the last time we billed for pest control,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""pest control"" order by transaction_date desc limit 1"
8712,What is my last invoice from kookies by kathy?,"select distinct transaction_id, amount, transaction_date from master_txn_table where customers = ""kookies by kathy"" order by transaction_date limit 1"
8713,Did we get paid for the refund this month?,"select distinct transaction_id, AR_paid from master_txn_table where product_service = ""refund"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp);"
8714,"since <date>, how many invoices were paid?",
8715,What is the balance owed by john melton?,"select balance from Customers where customer_name = ""john melton"""
8716,How many kookies by kathy invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""kookies by kathy"" and open_balance > 0 and transaction_type = 'invoice'"
8717,How much money does customer dukes basketball camp still owe?,"select balance from customers where customer_name = ""dukes basketball camp"""
8718,Did we receive payment from 0969 ocean view road partnership last year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""0969 ocean view road"" and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) - 1"
8719,"How many times did we collect ""Bond Fees"" this month?","select count(*) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
8720,Give me list of invoices which are due in next 7 days,"select transaction_id from master_txn_table where due_date <= date(current_timestamp,'+7 days') and AR_Paid = 'unpaid'"
8721,how much did we spend with hall property on labor,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""labor"") and vendor = ""hall property"""
8722,What was my expense by products in may?,"select product_service, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where strftime(""%m"", transaction_date) = 5 and account_type in ('Expense','Other Expense') group by product_service"
8723,How many days past due is invoice #101010,"select due_date - transaction_date from master_txn_table where transaction_type = 'invoice' and transaction_id = ""101010"""
8724,Give me list of invoices which are due in next 7 days,"select transaction_id from master_txn_table where due_date <= date(current_timestamp,'+7 days') and AR_Paid = 'unpaid'"
8725,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
8726,Who has the lowest money outstanding?,select customer_name from customers where balance > 0 order by balance limit 1
8727,what products are selling less than last month,"select T1.product_service, revenue_this_month, revenue_last_month from (select product_service, sum(credit) as revenue_this_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by product_service) as T1 join (select product_service, sum(credit) as revenue_last_month from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by product_service) as T2 on T1.product_service = T2.product_service where revenue_this_month < revenue_last_month"
8728,What are my expenses for the This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) and account_type in ('Expense','Other Expense')"
8729,show me my product level revenue for this month vs last month,"select product_service, strftime(""%m"", transaction_date), sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by product_service, strftime(""%m"", transaction_date)"
8730,"Since This month to date, how many invoices have been past due?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date)  and open_balance > 0"
8731,What was our biggest expense between <date> and <date>?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date) AND date(current_date) order by sum(debit) desc limit 1"
8732,What is the balance owed by barnett design?,"select balance from Customers where customer_name = ""barnett design"""
8733,How many invoices have we sent to customer travis waldron?,"select count(distinct transaction_id) from master_txn_table where customers = ""travis waldron"" and transaction_type = 'invoice'"
8734,How many VISA transactions did we have yesterday?,select count(distinct transaction_id) from master_txn_table where payment_method = 'visa'
8735,How much credit does kookies by kathy have today?,"select sum(open_balance) from (select distinct transaction_id, open_balance from master_txn_table where customers = ""kookies by kathy"" and transaction_date date( current_date) and account = 'account receivable')"
8736,How are my sales year to date compared to last year?,"select strftime(""%Y"", transaction_date), sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) >= strftime(""%Y"", current_date) - 1 group by strftime(""%Y"", transaction_date)"
8737,What was our greatest expense This fiscal year?,"select account, sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) order by sum(debit) desc limit 1"
8738,how much did we spend with robertson on bank charges,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""bank charges"") and vendor = ""robertson"""
8739,How much money does sushi by katsuyuki still owe?,"select billing_city, sum(credit) from master_txn_table join customers on customers = customer_name where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date)  group by billing_city"
8740,How much have we been spending on gas and electric on <date> ?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""gas and electric"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
8741,Who has the most money outstanding?,select customer_name from customers order by balance desc limit 1
8742,How many meals did we deliver last week?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'medical & health') and strftime(""%W"", transaction_date) = strftime(""%W"", current_timestamp) and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_timestamp) and account_type in ('Expense','Other Expense')"
8743,How many rago travel agency invoices are still outstanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""rago travel agency"" and open_balance > 0 and transaction_type = 'invoice'"
8744,How much has 55 twin lane paid us This fiscal year?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""55 twin lane"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) and account_type in ('Income','Other Income')"
8745,"Last 30 days, how many design did rondonuwu fruit and vegi sell?","select sum(quantity) from master_txn_table where customers = ""rondonuwu fruit and vegi"" and product_service = ""design"" and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) "
8746,Compare sales by customer year to date,"select customers, sum(credit) from master_txn_table where account in ('Income','Other Income') and strftime(""%Y"", transaction_date) = strftime(""%Y"", current_date) group by customers"
8747,"today, what are my AR?",select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date date( current_date)
8748,What were our total payroll expenses This year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,'payroll') and account_type in ('Expense','Other Expense')"
8749,How much we received from maintenance and repair?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""maintenance and repair"")"
